stop_name,lat,lon
Hosahalli,12.974178,77.545538
KHB Colony,12.98181765,77.53344367
Vinayak Nagar,12.98420849,77.52819641
Sumanahalli Cross,12.98789882,77.5177137
Sunkadakatte,12.99018016,77.50444437
Herohalli,12.98732152,77.49262673
Byadarahalli,12.98615544,77.47778333
Forest Gate,12.99175622,77.45965557
Kadabagere,12.97911413,77.43375816
